zero None {'requirement': 'Q3', 'test_id': 'A-Q3-65536-zero-None', 'status': 'PASS', 'input_size': 65536, 'seed': None, 'comparison': 'numerical vs numpy.fft.fft', 'normalized_max_error': 0.0, 'tolerance': 1e-10, 'elapsed_seconds': 9.189005916996393, 'peak_rss_bytes': 390070272, 'resource_outcome': 'within limits', 'command': 'python -m oxparc_challenge.fourier_validation 65536 evidence', 'exit_code': 0}
constant None {'requirement': 'Q3', 'test_id': 'A-Q3-65536-constant-None', 'status': 'PASS', 'input_size': 65536, 'seed': None, 'comparison': 'numerical vs numpy.fft.fft', 'normalized_max_error': 3.868202965630968e-17, 'tolerance': 1e-10, 'elapsed_seconds': 9.176470541999151, 'peak_rss_bytes': 676331520, 'resource_outcome': 'within limits', 'command': 'python -m oxparc_challenge.fourier_validation 65536 evidence', 'exit_code': 0}
impulse_0 None {'requirement': 'Q3', 'test_id': 'A-Q3-65536-impulse_0-None', 'status': 'PASS', 'input_size': 65536, 'seed': None, 'comparison': 'numerical vs numpy.fft.fft', 'normalized_max_error': 0.0, 'tolerance': 1e-10, 'elapsed_seconds': 9.197504625000875, 'peak_rss_bytes': 677675008, 'resource_outcome': 'within limits', 'command': 'python -m oxparc_challenge.fourier_validation 65536 evidence', 'exit_code': 0}
impulse_1 None {'requirement': 'Q3', 'test_id': 'A-Q3-65536-impulse_1-None', 'status': 'PASS', 'input_size': 65536, 'seed': None, 'comparison': 'numerical vs numpy.fft.fft', 'normalized_max_error': 6.061909215660394e-16, 'tolerance': 1e-10, 'elapsed_seconds': 9.197964332997799, 'peak_rss_bytes': 949764096, 'resource_outcome': 'within limits', 'command': 'python -m oxparc_challenge.fourier_validation 65536 evidence', 'exit_code': 0}
impulse_21845 None {'requirement': 'Q3', 'test_id': 'A-Q3-65536-impulse_21845-None', 'status': 'PASS', 'input_size': 65536, 'seed': None, 'comparison': 'numerical vs numpy.fft.fft', 'normalized_max_error': 1.1843535355188963e-15, 'tolerance': 1e-10, 'elapsed_seconds': 9.202813374999096, 'peak_rss_bytes': 1223524352, 'resource_outcome': 'within limits', 'command': 'python -m oxparc_challenge.fourier_validation 65536 evidence', 'exit_code': 0}
impulse_65535 None {'requirement': 'Q3', 'test_id': 'A-Q3-65536-impulse_65535-None', 'status': 'PASS', 'input_size': 65536, 'seed': None, 'comparison': 'numerical vs numpy.fft.fft', 'normalized_max_error': 2.132090750023571e-15, 'tolerance': 1e-10, 'elapsed_seconds': 9.220682874998602, 'peak_rss_bytes': 1223524352, 'resource_outcome': 'within limits', 'command': 'python -m oxparc_challenge.fourier_validation 65536 evidence', 'exit_code': 0}
mode_1 None {'requirement': 'Q3', 'test_id': 'A-Q3-65536-mode_1-None', 'status': 'PASS', 'input_size': 65536, 'seed': None, 'comparison': 'numerical vs numpy.fft.fft', 'normalized_max_error': 6.099760853391142e-17, 'tolerance': 1e-10, 'elapsed_seconds': 9.23703899999964, 'peak_rss_bytes': 1223524352, 'resource_outcome': 'within limits', 'command': 'python -m oxparc_challenge.fourier_validation 65536 evidence', 'exit_code': 0}
mode_16384 None {'requirement': 'Q3', 'test_id': 'A-Q3-65536-mode_16384-None', 'status': 'PASS', 'input_size': 65536, 'seed': None, 'comparison': 'numerical vs numpy.fft.fft', 'normalized_max_error': 3.593275657312142e-17, 'tolerance': 1e-10, 'elapsed_seconds': 9.14301904199965, 'peak_rss_bytes': 1223524352, 'resource_outcome': 'within limits', 'command': 'python -m oxparc_challenge.fourier_validation 65536 evidence', 'exit_code': 0}
mode_65535 None {'requirement': 'Q3', 'test_id': 'A-Q3-65536-mode_65535-None', 'status': 'PASS', 'input_size': 65536, 'seed': None, 'comparison': 'numerical vs numpy.fft.fft', 'normalized_max_error': 8.737886067399031e-16, 'tolerance': 1e-10, 'elapsed_seconds': 9.22803004099842, 'peak_rss_bytes': 1223540736, 'resource_outcome': 'within limits', 'command': 'python -m oxparc_challenge.fourier_validation 65536 evidence', 'exit_code': 0}
random 101 {'requirement': 'Q3', 'test_id': 'A-Q3-65536-random-101', 'status': 'PASS', 'input_size': 65536, 'seed': 101, 'comparison': 'numerical vs numpy.fft.fft', 'normalized_max_error': 8.438006368322071e-16, 'tolerance': 1e-10, 'elapsed_seconds': 9.185827084002085, 'peak_rss_bytes': 1225768960, 'resource_outcome': 'within limits', 'command': 'python -m oxparc_challenge.fourier_validation 65536 evidence', 'exit_code': 0}
random 202 {'requirement': 'Q3', 'test_id': 'A-Q3-65536-random-202', 'status': 'PASS', 'input_size': 65536, 'seed': 202, 'comparison': 'numerical vs numpy.fft.fft', 'normalized_max_error': 8.087568036719686e-16, 'tolerance': 1e-10, 'elapsed_seconds': 9.239535291999346, 'peak_rss_bytes': 1225785344, 'resource_outcome': 'within limits', 'command': 'python -m oxparc_challenge.fourier_validation 65536 evidence', 'exit_code': 0}
